Sequence Name
NC_9438
NC_8322
NC_8321
NC_8577
NC_15460
NC_8309
NC_9655
NC_6300
NC_15964
NC_2940
NC_20834
NC_9053
NC_18690
NC_12913
NC_13416
NC_907
NC_11852
NC_2663
NC_14109
NC_2528
NC_4344
NC_14909
NC_5061
NC_7292
NC_20075
NC_7984
NC_18420
NC_15735
NC_7712
NC_18419
NC_12751
NC_16632
NC_10554
NC_5126
NC_12962
NC_13892
NC_14228
NC_12880
NC_16818
NC_15061
NC_17047
NC_8800
NC_10634
NC_4088
NC_9381
NC_3143
NC_6155
NC_20796
NC_12779
NC_13508
NC_9832
NC_21741
NC_21591
NC_15566
NC_15567
NC_12912
NC_12917
NC_4547
NC_13421
NC_17845
NC_13956
NC_14562
NC_22546
NC_14837
NC_14306
NC_10694
NC_17445
NC_12214
NC_13971
NC_17910
NC_9778
NC_13282
NC_4337
NC_17634
NC_18658
NC_7606
NC_7384
NC_913
NC_2695
NC_13716
NC_9792
NC_15761
NC_6511
NC_3197
NC_3198
NC_4631
NC_14618
NC_14121
NC_9648
NC_13850
NC_16845
NC_16612
NC_9436
NC_15968
NC_21066
NC_15663
NC_12115
NC_9662
NC_5090
NC_4917
NC_13949
NC_17761
NC_14810
NC_15674
NC_17735
NC_8229
NC_915
NC_9663
NC_14935
NC_14762
NC_7575
NC_14506
NC_13512
NC_18002
NC_9850
NC_14166
NC_17192
NC_9714
NC_9802
NC_2163
NC_12039
NC_8599
NC_22759
NC_21219
NC_13192
NC_13515
NC_13517
NC_14632
NC_22196
NC_3454
NC_21281
NC_15601
NC_21019
NC_10163
NC_22538
NC_22549
NC_11047
NC_7716
NC_10544
NC_5303
NC_11025
NC_13511
NC_2771
NC_19949
NC_7294
NC_6908
NC_6360
NC_14448
NC_21280
NC_21284
NC_22998
NC_21833
NC_21846
NC_6055
NC_15946
NC_7633
NC_5364
NC_14751
NC_4432
NC_2162
NC_4829
NC_908
NC_912
NC_14970
NC_16638
NC_21007
NC_15155
NC_22575
NC_18219
NC_18149
NC_23062
NC_14221
NC_19793
NC_8025
NC_14958
NC_15161
NC_1263
NC_12526
NC_17790
NC_13946
NC_14212
NC_14761
NC_15387
NC_19386
NC_5835
NC_6461
NC_14974
NC_17278
NC_18020
NC_10842
NC_8508
NC_4342
NC_5823
NC_14330
NC_14150
NC_12225
NC_17243
NC_18887
NC_22079
NC_8710
NC_11244
NC_11229
NC_15921
NC_17808
NC_10673
NC_6156
NC_1318
NC_17717
NC_18747
NC_14484
NC_14364
NC_17098
NC_23035
NC_15436
NC_15152
NC_16633
NC_15385
NC_15732
NC_15577
NC_15578
NC_15500
NC_919
NC_15714
NC_2967
NC_22097
NC_13410
NC_12489
NC_7677
NC_13501
NC_17464
NC_18178
NC_11026
NC_11059
NC_2932
NC_11027
NC_7514
NC_8639
NC_11060
NC_10803
NC_7512
NC_9337
NC_20449
NC_15510
NC_16940
NC_8255
NC_13132
NC_16609
NC_10830
NC_18605
NC_18018
NC_14759
NC_19904
NC_15914
NC_18010
NC_13730
NC_20054
NC_13037
NC_15703
NC_14655
NC_18748
NC_16599
NC_17770
NC_15277
NC_13061
NC_15177
NC_18011
NC_21030
NC_11565
NC_14734
NC_9615
NC_15501
NC_2950
NC_16610
NC_15160
NC_15164
NC_4663
NC_6347
NC_9614
NC_14933
NC_14033
NC_22124
NC_19960
NC_19968
NC_17860
NC_17861
NC_15311
NC_14370
NC_14371
NC_10118
NC_20135
NC_16621
NC_13418
NC_16146
NC_13454
NC_15321
NC_15144
NC_13062
NC_14738
NC_14230
NC_18013
NC_15945
NC_13222
NC_14472
NC_13162
NC_15846
NC_17025
NC_16510
NC_9441
NC_9613
NC_16001
NC_20830
NC_20156
NC_15167
NC_14934
NC_8571
NC_15638
NC_15496
NC_18721
NC_14041
NC_10571
NC_14008
NC_10655
NC_10794
NC_15713
NC_14225
NC_5861
NC_15702
NC_2620
NC_117
NC_10287
NC_922
NC_15408
NC_7899
NC_3361
NC_4552
NC_15470
NC_17292
NC_17080
NC_14962
NC_19892
NC_14148
NC_15174
NC_5027
NC_13720
NC_14926
NC_15185
NC_12440
NC_10730
NC_12438
NC_11126
NC_918
NC_13799
NC_13894
NC_10482
NC_18719
NC_10085
NC_18655
NC_9776
NC_8698
NC_22093
NC_9954
NC_14537
NC_15151
NC_15315
NC_8701
NC_9073
NC_15435
NC_15518
NC_9440
NC_12588
NC_3106
NC_7181
NC_9033
NC_14205
NC_11766
NC_18001
NC_22521
NC_14374
NC_8818
NC_17461
NC_14471
NC_15931
NC_17954
NC_14160
NC_14961
NC_7426
NC_12028
NC_12029
NC_8212
NC_15954
NC_14729
NC_13967
NC_17941
NC_21313
NC_14297
NC_15666
NC_13743
NC_13922
NC_2607
NC_13158
NC_13202
NC_15948
NC_6397
NC_6396
NC_15943
NC_8942
NC_7796
NC_14507
NC_9051
NC_9712
NC_11832
NC_9464
NC_13665
NC_17034
NC_15416
NC_8553
NC_17527
NC_14253
NC_15676
NC_7955
NC_14002
NC_18876
NC_3901
NC_3552
NC_7355
NC_9635
NC_15636
NC_9634
NC_14222
NC_15562
NC_14122
NC_13887
NC_13407
NC_13156
NC_909
NC_13926
NC_21353
NC_2689
NC_5877
NC_21592
NC_14658
NC_7681
NC_916
NC_14408
NC_15216
NC_15574
NC_13790
NC_21355
NC_9515
NC_3551
NC_15320
NC_13849
NC_13741
NC_917
NC_12883
NC_22084
NC_12804
NC_961
NC_15680
NC_3413
NC_15474
NC_868
NC_14804
NC_15865
NC_11529
NC_6624
NC_13260
NC_10644
NC_20419
NC_11296
NC_14355
NC_18649
NC_13223
NC_13173
NC_8011
NC_7519
NC_2937
NC_11883
NC_22444
NC_16629
NC_12796
NC_16803
NC_20409
NC_14844
NC_12881
NC_20055
NC_22579
NC_16024
NC_8536
NC_8009
NC_12483
NC_16631
NC_15064
NC_14963
NC_18014
NC_13440
NC_10162
NC_9675
NC_7760
NC_11145
NC_14623
NC_17030
NC_20126
NC_8095
NC_15711
NC_8554
NC_14365
NC_18025
NC_15388
NC_7759
NC_9943
NC_11768
NC_12108
NC_18645
NC_7498
NC_2939
NC_7517
NC_8609
NC_10814
NC_9483
NC_11979
NC_14973
NC_11146
NC_12918
NC_19567
NC_20813
NC_16620
NC_6138
NC_20304
NC_14216
NC_14972
NC_8576
NC_18644
NC_15380
NC_7205
NC_18643
NC_15722
NC_7798
NC_13009
NC_10981
NC_18267
NC_6833
NC_12416
NC_21089
NC_2978
NC_7797
NC_4842
NC_13532
NC_5295
NC_7354
NC_23063
NC_7799
NC_9488
NC_963
NC_6142
NC_9881
NC_17058
NC_9879
NC_17043
NC_12633
NC_17044
NC_9900
NC_10263
NC_16930
NC_7940
NC_7109
NC_17042
NC_16639
NC_12730
NC_3103
NC_15866
NC_16050
NC_9484
NC_15186
NC_6677
NC_13209
NC_8343
NC_11365
NC_16027
NC_14010
NC_19566
NC_13854
NC_16622
NC_17956
NC_7626
NC_17059
NC_7643
NC_17584
NC_12960
NC_19907
NC_12985
NC_22793
NC_14774
NC_16026
NC_7722
NC_7794
NC_8048
NC_15580
NC_6526
NC_9511
NC_15976
NC_14006
NC_14013
NC_15593
NC_15594
NC_14664
NC_22997
NC_14313
NC_15717
NC_10505
NC_10511
NC_11894
NC_11757
NC_10725
NC_10172
NC_14217
NC_9720
NC_9937
NC_18485
NC_10581
NC_11666
NC_7964
NC_5296
NC_20453
NC_17249
NC_7406
NC_4463
NC_9445
NC_9485
NC_14816
NC_14817
NC_11144
NC_14375
NC_10338
NC_11916
NC_14100
NC_2696
NC_8347
NC_12982
NC_8358
NC_14414
NC_9719
NC_8686
NC_8687
NC_14034
NC_7493
NC_7494
NC_9952
NC_7802
NC_20908
NC_20911
NC_14625
NC_17384
NC_8209
NC_15730
NC_3911
NC_8044
NC_23135
NC_18286
NC_18290
NC_15259
NC_16642
NC_16078
NC_8254
NC_2678
NC_15675
NC_14923
NC_19973
NC_11988
NC_11989
NC_3062
NC_3063
NC_15183
NC_15508
NC_20301
NC_10161
NC_12846
NC_14932
NC_20300
NC_8783
NC_5955
NC_5956
NC_9636
NC_12587
NC_7761
NC_8380
NC_11985
NC_20059
NC_9667
NC_9668
NC_22906
NC_22905
NC_15858
NC_15857
NC_13119
NC_13118
NC_10104
NC_10103
NC_9505
NC_9504
NC_6933
NC_6932
NC_4311
NC_4310
NC_3317
NC_3318
NC_15318
NC_15499
NC_17096
NC_16148
NC_14011
NC_18024
NC_13522
NC_14831
NC_15681
NC_15682
NC_21487
NC_11297
NC_11661
NC_11295
NC_10003
NC_16751
NC_12785
NC_17934
NC_9718
NC_17095
NC_9616
NC_11653
NC_9828
NC_22792
NC_15707
NC_22795
NC_10483
NC_13642
NC_9486
NC_11978
NC_853
NC_14960
NC_17079
NC_14314
NC_13552
NC_2936
NC_9455
NC_7356
NC_13890
NC_13525
NC_11959
NC_13523
NC_13524
NC_9972
NC_9523
NC_9767
NC_11831
NC_10175
NC_12032
NC_8148
NC_13739
NC_13203
NC_14363
NC_13170
NC_15389
NC_13165
NC_22567
NC_13204
NC_15738
NC_21021
NC_20520
NC_13124
NC_8618
NC_11835
NC_13714
NC_4307
NC_10816
NC_13721
NC_17218
NC_14638
NC_20546
NC_14165
NC_8578
NC_17955
NC_13757
NC_16943
NC_14666
NC_9921
NC_7777
NC_15656
NC_13235
NC_22657
NC_17093
NC_17803
NC_15434
NC_14391
NC_14815
NC_9380
NC_9953
NC_13131
NC_16109
NC_16111
NC_15957
NC_16582
NC_3888
NC_20990
NC_13929
NC_15953
NC_10572
NC_16114
NC_21177
NC_20504
NC_3155
NC_21985
NC_17765
NC_20895
NC_4572
NC_14246
NC_14218
NC_13174
NC_9664
NC_15125
NC_9480
NC_6087
NC_13172
NC_13169
NC_14830
NC_15514
NC_13521
NC_12669
NC_13530
NC_15588
NC_14151
NC_15671
NC_8711
NC_11886
NC_10617
NC_13715
NC_14643
NC_10168
NC_12803
NC_14550
NC_8541
NC_15145
NC_8699
NC_13729
NC_15635
NC_14215
NC_18142
NC_21064
NC_13947
NC_13510
NC_13595
NC_7333
NC_18524
NC_14210
NC_14211
NC_12704
NC_4369
NC_3450
NC_9342
NC_22198
NC_12590
NC_16802
NC_14329
NC_15683
NC_7164
NC_15673
NC_10545
NC_21915
NC_20302
NC_15859
NC_21663
NC_14168
NC_15312
NC_13093
NC_19673
NC_13159
NC_9142
NC_14318
NC_21252
NC_14158
NC_16906
NC_13441
NC_18581
NC_23150
NC_14659
NC_6361
NC_18681
NC_12522
NC_12490
NC_8268
NC_15564
NC_10397
NC_8146
NC_8705
NC_9077
NC_8726
NC_8596
NC_18027
NC_9338
NC_14814
NC_15576
NC_15848
NC_10612
NC_2944
NC_2677
NC_18612
NC_21715
NC_16948
NC_22663
NC_962
NC_15758
NC_20133
NC_8611
NC_14836
NC_13943
NC_14758
NC_13939
NC_15672
NC_5125
NC_22600
NC_7775
NC_19701
NC_4113
NC_23033
NC_9925
NC_11884
NC_6576
NC_19703
NC_19675
NC_5042
NC_5072
NC_9482
NC_7516
NC_9481
NC_8319
NC_5070
NC_7513
NC_19776
NC_19778
NC_10475
NC_11726
NC_13161
NC_10546
NC_13771
NC_19779
NC_19780
NC_19689
NC_11729
NC_14501
NC_19748
NC_10296
NC_911
NC_17038
NC_17039
NC_19753
NC_19697
NC_8312
NC_19729
NC_19693
NC_16640
NC_19738
NC_19695
NC_19745
NC_19678
NC_10628
NC_14248
NC_19427
NC_19771
NC_19757
NC_19682
NC_3272
NC_7413
NC_14378
NC_19978
NC_11899
NC_14654
NC_17455
NC_15757
NC_13205
NC_14098
NC_9437
NC_14720
NC_14657
NC_15949
NC_14721
NC_12034
NC_14392
NC_14652
NC_6177
NC_10718
NC_8346
NC_15520
NC_17992
NC_14410
NC_15555
NC_14377
NC_15519
NC_19954
NC_18870
NC_13385
NC_7503
NC_3869
NC_13921
NC_14209
NC_10320
NC_14538
NC_15958
NC_10321
NC_14964
NC_16048
NC_14828
NC_21043
NC_14833
NC_21039
NC_20134
NC_11898
NC_13895
NC_9012
NC_16627
NC_13520
NC_15873
NC_15437
NC_13740
NC_16077
NC_14152
NC_21184
NC_7644
NC_9454
NC_13216
NC_15565
NC_15589
NC_9253
NC_10337
NC_15172
NC_18867
NC_7907
NC_19903
NC_18017
NC_18068
NC_18515
NC_16584
NC_14624
NC_16894
NC_16012
NC_15913
NC_17294
NC_9706
NC_14328
NC_22592
NC_8593
NC_4557
NC_9495
NC_9698
NC_14393
NC_21182
NC_3366
NC_22571
NC_9617
NC_20291
NC_10376
NC_13171
NC_16630
NC_14614
NC_9089
NC_18664
NC_9633
NC_9922
NC_15275
NC_15737
NC_14387
NC_14388
NC_10001
NC_14376
NC_21015
NC_12778
NC_12781
NC_15977
NC_21012
NC_8528
NC_15759
NC_8531
NC_10471
NC_18631
NC_14136
NC_15734
NC_18673
NC_14319
NC_15278
NC_8054
NC_5362
NC_8530
NC_10080
NC_6814
NC_15602
NC_14106
NC_14724
NC_7929
NC_15975
NC_9513
NC_10610
NC_7576
NC_8526
NC_13198
NC_15978
NC_15428
NC_8525
NC_16605
NC_4567
NC_8497
NC_2662
NC_15930
NC_4350
NC_22238
NC_11134
NC_15558
NC_4116
NC_12004
NC_2737
NC_22239
NC_18073
NC_15600
NC_16826
NC_21900
NC_16749
NC_13798
NC_6449
NC_15760
NC_9442
NC_12926
NC_21314
NC_12891
NC_15678
NC_22582
NC_21175
NC_9785
NC_15291
NC_13853
NC_3098
NC_15875
NC_3028
NC_12491
NC_19897
NC_12914
NC_15690
NC_13406
NC_14483
NC_16641
NC_12673
NC_10556
NC_18665
NC_10382
NC_18065
NC_11999
NC_13893
NC_4461
NC_12121
NC_14925
NC_7168
NC_2745
NC_8555
NC_3210
NC_16011
NC_13891
NC_3212
NC_15391
NC_16052
NC_15516
NC_16938
NC_4668
NC_21023
NC_20995
NC_18081
NC_22878
NC_17960
NC_11567
NC_9328
NC_12793
NC_14650
NC_15660
NC_16593
NC_14206
NC_6510
NC_13411
NC_14915
NC_14219
NC_14829
NC_15634
NC_9848
NC_9725
NC_964
NC_6322
NC_14639
NC_6582
NC_4193
NC_18704
NC_17668
NC_2570
NC_13791
NC_21171
NC_14103
NC_22524
NC_9674
NC_10184
NC_22781
NC_5957
NC_5945
NC_3997
NC_4722
